url;type;n
https://www.tiendanimal.pt/loja-de-produtos-para-animais-de-estimacao-em-shopping-cidade-do-porto.html;STORE LOCATOR;2
https://www.tiendanimal.pt/loja-de-produtos-para-animais-de-estimacao-em-norte-shopping-matosinhos.html;STORE LOCATOR;2
https://www.tiendanimal.pt/loja-de-produtos-para-animais-de-estimacao-em-parque-nascente.html;STORE LOCATOR;2
https://www.tiendanimal.pt/loja-de-produtos-para-animais-de-estimacao-em-galeria-auchan-maia.html;STORE LOCATOR;2
https://www.tiendanimal.pt/servicos/banhos-e-tosquias-centro-beleza/;SERVICIOS;2
https://www.tiendanimal.pt/blog/;BLOG;3
https://www.tiendanimal.pt/blog/dieta-barf-para-caes-adultos-ou-cachorros/;BLOG;3
https://www.tiendanimal.pt/blog/plano-de-vacinacao-para-cachorros/;BLOG;3
https://www.tiendanimal.pt/blog/primeiros-dias-do-cachorro-em-casa/;BLOG;3
https://www.tiendanimal.pt/blog/como-eliminar-as-pulgas-de-um-gato/;BLOG;3
https://www.kiwoko.pt/;HOME;5
https://www.kiwoko.pt/caes/;PLP;2
https://www.kiwoko.pt/gatos/;PLP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/;PLP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/racao-para-gatos/;PLP;2
https://www.kiwoko.pt/caes/comida-para-caes/dietas-veterinarias/;PLP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/comida-humida-para-gatos/;PLP;2
https://www.kiwoko.pt/marcas/nath/;PLP;2
https://www.kiwoko.pt/marca?brand=royal-canin;PLP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/passeio/;PLP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/camas-para-caes/;PLP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/viagem/;PLP;2
https://www.kiwoko.pt/gatos/areias-e-acessorios/areias/;PLP;2
https://www.kiwoko.pt/gatos/areias-e-acessorios/caixas-de-areia/;PLP;2
https://www.kiwoko.pt/roedores-e-outros/;PLP;2
https://www.kiwoko.pt/peixes/;PLP;2
https://www.kiwoko.pt/passaros/;PLP;2
https://www.kiwoko.pt/repteis/;PLP;2
https://www.kiwoko.pt/peixes/aquarios-e-tanques/;PLP;2
https://www.kiwoko.pt/roedores-e-outros/gaiolas-e-acessorios/;PLP;2
https://www.kiwoko.pt/passaros/gaiolas-e-acessorios-para-passaros/;PLP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/racao-para-gatos/alimentacao-natural/true-origins-wild-adult-country-water-frango-e-salmao-racao-para-gatos/TRU88018_M.html;PDP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/racao-para-gatos/light/advance-veterinary-diets-feline-urinary/ADV596211_M.html;PDP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/snacks-para-gatos/crocantes/catzilla-snacks-piccolinis-de-salmao-para-gatos/CTZ40917_M.html;PDP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/racao-racas-grandes/nath-adult-maxi-frango-racao-para-caes/NTH88577_M.html;PDP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/racao-sem-cereais/nature_s-variety-original-adult-medium-peru-racao-para-caes/NTV927149_M.html;PDP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/comedouros-e-bebedouros/outech-inox-fish-comedouro-para-gatos/OUT40602_M.html;PDP;2
https://www.kiwoko.pt/roedores-e-outros/alimentacao-de-roedores/feno-para-roedores/small-life-feno-de-dente-de-leao-para-roedores/SML88301_M.html;PDP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/racao-racas-grandes/royal-canin-maxi-adult-racao-para-caes/ROY153637_M.html;PDP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/casotas-para-caes/tk-pet-tindaya-casota-com-porta-para-caes/TKP58498_M.html;PDP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/brinquedos-para-caes/peluches/fluffy-dinossauro-triceratops-de-peluche-para-caes/FLF70447_M.html;PDP;2
https://www.kiwoko.pt/servicos/banhos-e-tosquias-mundo-beleza/;SERVICIOS;2
https://www.kiwoko.pt/lojas?showMap=true&horizontalView=true&isForm=true;STORE LOCATOR;2
https://www.kiwoko.pt/stores/kiwoko-arrabida-shopping.html;STORE LOCATOR;2
https://www.kiwoko.pt/stores/kiwoko-gaia-focus.html;STORE LOCATOR;2
https://www.kiwoko.pt/stores/kiwoko-porto-fabrica-do-cobre.html;STORE LOCATOR;2
https://www.kiwoko.pt/stores/kiwoko-mar-matosinhos.html;STORE LOCATOR;2
https://www.kiwoko.pt/blog/;BLOG;3
https://www.kiwoko.pt/blog/como-posso-evitar-que-o-meu-gato-marque-o-territorio-com-urina/;BLOG;3
https://www.kiwoko.pt/blog/que-quantidade-de-comida-diaria-devo-dar-ao-meu-gato/;BLOG;3
https://www.kiwoko.pt/blog/o-que-e-que-preciso-de-saber-antes-de-escolher-uma-cama-para-o-meu-cao/;BLOG;3
https://www.kiwoko.pt/blog/tartarugas-aquaticas-seus-cuidados-e-necessidades/;BLOG;3
https://www.kiwoko.pt/blog/desparasitacao-gatos-tudo-precisas-saber/;BLOG;3
https://www.kiwoko.pt/blog/coelhos-os-seus-cuidados-e-necessidades/;BLOG;3
https://www.animalis.com/;HOME;5
https://www.animalis.com/chiens/;PLP;2
https://www.animalis.com/chats/;PLP;2
https://www.animalis.com/chiens/alimentation/croquettes/;PLP;2
https://www.animalis.com/chiens/alimentation/patees/;PLP;2
https://www.animalis.com/chats/alimentation/croquettes/;PLP;2
https://www.animalis.com/chats/alimentation/boites-et-sachets/;PLP;2
https://www.animalis.com/brand?brand=royal-canin-boutique;PLP;2
https://www.animalis.com/marques/true-origins/;PLP;2
https://www.animalis.com/chiens/hygiene-et-soins/produits-antiparasitaires/;PLP;2
https://www.animalis.com/chiens/sellerie/colliers-et-harnais/;PLP;2
https://www.animalis.com/chiens/transport/caisses-et-sacs-de-transport/;PLP;2
https://www.animalis.com/chats/hygiene-et-soins/produits-antiparasitaires/;PLP;2
https://www.animalis.com/chats/hygiene-et-soins/litieres/;PLP;2
https://www.animalis.com/chats/arbres-a-chat-et-griffoirs/;PLP;2
https://www.animalis.com/bayer-collier-seresto-antiparasitaires-pour-chat-477155_M.html;PDP;2
https://www.animalis.com/bayer-collier-seresto-antiparasitaires-pour-grand-chien-477157_M.html;PDP;2
https://www.animalis.com/true-origins-pure-croquettes-au-poulet-sans-cereales-pour-chien-adulte-PM586975_M.html;PDP;2
https://www.animalis.com/nath-croquettes-pour-chat-adulte-anti-boules-de-poils-PM586691_M.html;PDP;2
https://www.animalis.com/leeby-coussin-corbeille-impermeable-rouge-PM586326_M.html;PDP;2
https://www.animalis.com/royal-canin-croquettes-maxi-adult-pour-chien-PM96558_M.html;PDP;2
https://www.animalis.com/kong-jouet-extreme-pour-chien-PM96504_M.html;PDP;2
https://www.animalis.com/trixie-arbre-a-chat-lucano-110cm-821924_M.html;PDP;2
https://www.animalis.com/cat-s-best-litiere-vegetale-original-pour-chat-10l-279717_M.html;PDP;2
https://magasin.animalis.com/;STORE LOCATOR;2
https://magasin.animalis.com/86-animalis-paris-3-rambuteau;STORE LOCATOR;2
https://magasin.animalis.com/9-animalis-bordeaux-lac;STORE LOCATOR;2
https://magasin.animalis.com/100-animalis-limoges;STORE LOCATOR;2
https://magasin.animalis.com/41-animalis-bergerac;STORE LOCATOR;2
https://www.animalis.com/conseils/;BLOG;3
https://www.animalis.com/conseils/chats/votre-chat-et-vous/pourquoi-mon-chat-me-mordille/;BLOG;3
https://www.animalis.com/conseils/chats/voyager-avec-un-chat/transporter-un-chat-en-voiture-les-solutions-guide-chat-animalis/;BLOG;3
https://www.animalis.com/conseils/chiens/sante-bien-etre-du-chien/mon-chien-bave-est-ce-que-cest-grave/;BLOG;3
https://www.animalis.com/conseils/aquariophilie/les-races-de-poissons/les-races-les-plus-repandues-en-aquariophilie/;BLOG;3
https://www.animalis.com/salons-de-toilettage;BLOG;3
https://www.tiendanimal.es/advantix-pipetas-antiparasitarias-para-perros/BAY4488389_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/criadores-adulto-pollo-y-arroz-pienso-para-perros-de-raza-mediana/CRD2319_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/hills-science-plan-youthful-vitality-large-pienso-para-perros/HIL45494_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/ombala-desert-cama-para-perros/OMB88551_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/pawhut-arbol-rascador-con-ratoncitos-gris-para-gatos/MRK000027299_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/pelota-con-nudos-para-perros-color-multicolor/MRK000006363_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/royal-canin-maxi-adult-pienso-para-perros/ROY153637_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/sanicat-cumpling-arena-aglomerante/SAN80193_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/scalibor-collar-antiparasitario-para-perros/MSD193378_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/seresto-collar-antiparasitario-para-perros/BAY83883961_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/tk-pet-isidoro-poste-rascador-para-gatos/TKP40977_M.html?new=true;NEW PDP;2
https://www.tiendanimal.es/whiskas-seleccion-clasicos-sobre-en-salsa-para-gatos---multipack/WHI448740_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/gatos/comida-para-gatos/pienso-seco-para-gatos/catzilla-feline-adult-sterilised/CTZ2217_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/gatos/comida-para-gatos/pienso-seco-para-gatos/royal-canin-pienso-sterilised-37-para-gatos/ROY319130_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/gatos/higiene-para-gatos/arenas-y-lecho-de-gato/arena/arena-aglomerante-nova-clean-ultra-para-gato/NCL70327_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/marca?brand=royal-canin?new=true;NEW PDP;2
https://www.kiwoko.com/marca?brand=true-origins?new=true;NEW PDP;2
https://www.kiwoko.com/peces/acuarios-y-peceras/acuarios/medianos-_50-y-100l_/kiwoko-start-55-acuario/KWK530_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/accesorios-para-perros/flexi-new-classic-correa-extensible-de-cordon-negra/FLE25721_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/accesorios-para-perros/jaula-de-metal-outech/OUT70861_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/dietas-veterinarias/alimentacion-seca/hill_s-prescription-diet-metabolic-original/HIL2097M_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/affinity-libra-adult-light-pavo-pienso-para-perros/LIB921425_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/pienso-de-gama-avanzada/royal-canin-mini-puppy-pienso-para-cachorros-razas-mini/ROY150318_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/pienso-de-gama-premium/dogxtreme-salmon-y-arroz/DGX144_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/pienso-natural/acana-puppy/ACAAPJ00_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/collares-antiparasitarios/bayer-seresto-collar-antiparasitario-para-perros/BAY83883961_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/collares-antiparasitarios/seresto-collar-antiparasitario/BAY83883961_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/pipetas/advantix-pipetas-antiparasitarias-para-perros---pack-4/BAY4488389_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/scalibor-collar-antiparasitario-para-perros/MSD193378_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/cuidado-del-pelo/cepillado/furminator-cepillo-para-perros-de-pelo-corto/FUR65110_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/salud-del-perro/genia-de-plastico-collar-isabelino-perros-y-gatos/GNI39463_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/gatos/comida-para-gatos/pienso-seco-para-gatos/catzilla-feline-adult-sterilised/CTZ2217_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/gatos/comida-para-gatos/pienso-seco-para-gatos/royal-canin-pienso-sterilised-37-para-gatos/ROY319130_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/gatos/higiene-para-gatos/arenas-y-lecho-de-gato/arena/arena-aglomerante-nova-clean-ultra-para-gato/NCL70327_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/marca?brand=royal-canin?new=true;NEW PDP;2
https://www.kiwoko.com/marca?brand=true-origins?new=true;NEW PDP;2
https://www.kiwoko.com/peces/acuarios-y-peceras/acuarios/medianos-_50-y-100l_/kiwoko-start-55-acuario/KWK530_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/accesorios-para-perros/flexi-new-classic-correa-extensible-de-cordon-negra/FLE25721_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/accesorios-para-perros/jaula-de-metal-outech/OUT70861_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/dietas-veterinarias/alimentacion-seca/hill_s-prescription-diet-metabolic-original/HIL2097M_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/affinity-libra-adult-light-pavo-pienso-para-perros/LIB921425_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/pienso-de-gama-avanzada/royal-canin-mini-puppy-pienso-para-cachorros-razas-mini/ROY150318_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/pienso-de-gama-premium/dogxtreme-salmon-y-arroz/DGX144_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/comida-para-perros/pienso-seco-para-perros/pienso-natural/acana-puppy/ACAAPJ00_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/collares-antiparasitarios/bayer-seresto-collar-antiparasitario-para-perros/BAY83883961_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/collares-antiparasitarios/seresto-collar-antiparasitario/BAY83883961_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/pipetas/advantix-pipetas-antiparasitarias-para-perros---pack-4/BAY4488389_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/antiparasitarios/scalibor-collar-antiparasitario-para-perros/MSD193378_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/cuidado-del-pelo/cepillado/furminator-cepillo-para-perros-de-pelo-corto/FUR65110_M.html?new=true;NEW PDP;2
https://www.kiwoko.com/perros/higiene-para-perros/salud-del-perro/genia-de-plastico-collar-isabelino-perros-y-gatos/GNI39463_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/seresto-coleira-antiparasitaria-para-caes/BAY83883961_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/royal-canin-maxi-adult-racao-para-caes/ROY153637_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/pro-plan-adult-sterilized-salmao-racao-para-gatos/PRO12171885_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/criadores-oleo-de-salmao-para-caes-e-gatos/CRD00567_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/feliway-optimum-relaxante-para-gatos/CEVD92110E_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/summer-vibes-cool-tapete-refrescante-para-caes-e-gatos/SMV88731_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/criadores-dietetic-hipoalergenico-adulto-racao-para-caes/CRD4207_M.html?new=true;NEW PDP;2
https://www.tiendanimal.pt/seresto-coleira-antiparasitaria-para-gatos/BAY83883953_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/racao-para-gatos/alimentacao-natural/true-origins-wild-adult-country-water-frango-e-salmao-racao-para-gatos/TRU88018_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/racao-para-gatos/light/advance-veterinary-diets-feline-urinary/ADV596211_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/gatos/comida-para-gatos/snacks-para-gatos/crocantes/catzilla-snacks-piccolinis-de-salmao-para-gatos/CTZ40917_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/racao-racas-grandes/nath-adult-maxi-frango-racao-para-caes/NTH88577_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/racao-sem-cereais/nature_s-variety-original-adult-medium-peru-racao-para-caes/NTV927149_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/comedouros-e-bebedouros/outech-inox-fish-comedouro-para-gatos/OUT40602_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/roedores-e-outros/alimentacao-de-roedores/feno-para-roedores/small-life-feno-de-dente-de-leao-para-roedores/SML88301_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/caes/comida-para-caes/racao-seca-para-caes/racao-racas-grandes/royal-canin-maxi-adult-racao-para-caes/ROY153637_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/casotas-para-caes/tk-pet-tindaya-casota-com-porta-para-caes/TKP58498_M.html?new=true;NEW PDP;2
https://www.kiwoko.pt/caes/acessorios-para-caes/brinquedos-para-caes/peluches/fluffy-dinossauro-triceratops-de-peluche-para-caes/FLF70447_M.html?new=true;NEW PDP;2
https://www.animalis.com/bayer-collier-seresto-antiparasitaires-pour-chat-477155_M.html?new=true;NEW PDP;2
https://www.animalis.com/bayer-collier-seresto-antiparasitaires-pour-grand-chien-477157_M.html?new=true;NEW PDP;2
https://www.animalis.com/true-origins-pure-croquettes-au-poulet-sans-cereales-pour-chien-adulte-PM586975_M.html?new=true;NEW PDP;2
https://www.animalis.com/nath-croquettes-pour-chat-adulte-anti-boules-de-poils-PM586691_M.html?new=true;NEW PDP;2
https://www.animalis.com/leeby-coussin-corbeille-impermeable-rouge-PM586326_M.html?new=true;NEW PDP;2
